User_ID,Gender_Code,Occupation,City_Code,Marital_Status,Stay_Years,Purchase_Count,Avg_User_Purchase,Age_Code
1000770,1,4,1,1,2,428,7923.0,1
1005074,1,0,1,0,2,427,8606.063231850118,0
1001635,1,0,1,0,1,426,10363.103286384976,2
1005880,1,1,0,1,1,425,8356.88705882353,2
1004048,0,1,1,0,1,423,9263.7304964539,3
1000319,0,6,1,1,3,420,7839.421428571429,5
1005605,0,2,0,0,0,419,7024.754176610979,1
1004140,1,0,1,0,4,418,8516.997607655503,2
1001899,0,6,0,1,1,417,9105.78417266187,4
1004682,1,7,1,1,3,417,8720.741007194245,2
1005312,1,1,0,0,1,417,9735.592326139087,2
1004957,1,2,0,1,1,416,7962.7932692307695,2
1004728,1,19,1,0,3,414,9210.53381642512,2
1004387,0,4,1,0,0,413,7112.125907990315,1
1002544,1,1,1,0,1,412,9009.381067961163,4
1002109,1,16,1,0,2,412,7451.300970873786,2
1003308,0,20,1,1,3,411,8210.987834549878,1
1002010,1,4,1,0,0,411,7063.1192214111925,1
1001422,1,17,1,0,3,409,7757.997555012225,3
1001884,1,20,1,1,1,409,9643.21760391198,4
1005054,1,2,1,0,0,409,7957.713936430317,3
1000509,1,2,0,1,0,407,9092.39312039312,2
1003410,1,1,1,1,3,407,7753.837837837837,3
1001266,1,4,1,1,0,407,7849.061425061425,2
1002092,1,1,1,1,4,406,9138.504926108377,6
1001264,1,1,0,0,3,405,9601.955555555556,2
1003999,1,17,1,0,4,405,8545.592592592593,3
1003491,1,16,1,0,1,405,9916.16049382716,2
1001120,1,4,0,1,0,402,8934.02487562189,1
1001470,1,4,0,1,1,400,7247.2125,1
1005763,0,1,0,1,1,400,8551.87,2
1003821,1,20,0,1,2,393,7199.961832061069,2
1003610,1,6,1,0,4,393,6487.145038167939,1
1001451,1,20,1,0,0,393,9758.086513994913,3
1003768,1,4,1,0,2,392,8879.191326530612,2
1004089,1,7,0,0,1,392,9816.913265306122,2
1002986,1,4,0,1,2,391,8296.867007672634,2
1003562,0,6,1,0,4,391,8301.946291560102,2
1003483,0,7,1,1,0,391,10236.928388746805,4
1004579,0,4,1,1,1,391,8735.035805626598,1
1005220,1,7,1,0,4,390,8351.433333333332,2
1001741,1,7,0,1,4,389,11205.07969151671,3
1003589,0,0,1,1,1,389,7750.066838046272,4
1005433,0,17,1,1,3,388,8234.12886597938,3
1004732,1,14,1,1,2,387,10398.178294573643,2
1001354,0,2,1,0,3,386,8387.694300518135,2
1000984,1,16,0,1,2,385,8815.467532467532,5
1003476,1,0,1,1,2,385,6462.34025974026,5
1005511,1,1,1,1,1,383,11095.248041775458,4
1004305,0,17,1,1,1,383,9903.394255874671,4
1001812,0,12,0,1,4,382,9606.968586387437,2
1004016,1,0,1,0,1,382,7980.704188481675,5
1003312,0,4,0,0,3,379,7490.490765171504,1
1001303,1,19,0,0,4,379,8346.311345646438,2
1000202,1,4,0,0,3,379,8432.598944591029,1
1003681,1,7,1,0,3,379,10997.416886543537,2
1003519,0,14,0,1,1,378,7145.433862433863,2
1002878,0,20,0,1,2,378,8731.878306878307,5
1004033,1,6,1,0,1,378,9466.780423280425,2
1005916,1,20,1,1,1,378,7758.126984126984,5
1000053,1,0,1,0,1,377,11327.244031830238,2
1001112,1,6,0,0,4,377,8588.716180371353,1
1003884,1,4,0,1,1,372,7057.430107526881,1
1001943,1,4,1,0,0,371,9122.439353099731,1
1003280,1,7,1,0,1,371,6884.382749326145,2
1001926,0,0,1,0,1,370,9873.667567567569,0
1003336,1,17,1,1,2,367,7211.433242506812,3
1001194,0,1,1,1,1,367,8288.735694822888,2
1004054,1,3,1,0,1,366,9246.806010928962,3
1005530,0,4,1,0,0,365,7206.013698630137,1
1004354,1,14,1,0,2,364,9358.752747252747,3
1005550,1,15,1,0,2,363,10368.385674931127,3
1002934,0,20,1,0,3,363,7659.925619834711,3
1001897,0,2,0,1,1,362,8295.983425414364,5
1001242,0,0,0,1,0,362,8421.400552486188,3
1001671,1,0,1,0,2,362,8767.698895027625,3
1003285,1,4,1,0,3,360,8940.013888888889,2
1000411,0,1,1,1,0,359,7291.607242339833,4
1000721,0,9,1,0,1,358,9814.885474860335,3
1003934,1,0,1,0,2,357,6382.53781512605,2
1002124,1,0,1,1,1,357,9926.38655462185,2
1001764,1,0,1,0,1,357,11410.165266106442,1
1000877,1,0,1,1,1,356,9461.095505617976,2
1001069,1,20,0,0,4,355,7053.4647887323945,2
1001889,1,14,1,0,2,355,8323.05352112676,1
1001988,0,1,1,0,2,355,8116.929577464789,2
1003475,1,14,0,0,1,355,7103.039436619718,2
1002073,0,4,1,0,4,355,8125.270422535211,1
1000731,1,3,0,1,0,354,7651.971751412429,4
1004802,1,1,1,1,3,352,9728.988636363636,6
1000123,1,9,1,1,4,352,9196.28409090909,3
1003823,1,7,1,0,1,352,10821.769886363636,6
1004867,1,16,0,0,3,351,9327.06267806268,2
1003842,0,16,1,0,4,351,8087.433048433048,3
1005107,0,0,1,0,0,350,7557.688571428572,4
1004186,1,7,1,1,1,349,7015.4756446991405,2
1005015,1,6,1,1,2,348,9633.120689655172,3
1002962,1,3,0,0,2,348,8121.681034482759,3
1003929,1,5,1,1,1,347,8950.939481268011,2
1001274,1,7,1,1,4,347,9491.291066282422,4
1003648,1,4,1,0,1,346,8112.112716763006,1
1003018,1,0,1,0,0,346,9809.199421965315,3
1001465,1,16,1,1,4,346,9731.618497109826,5
1000543,1,5,1,1,4,346,10537.42485549133,2
1005306,0,17,1,0,4,345,8435.03768115942,2
1001125,0,4,1,0,2,344,8365.796511627907,1
1005682,1,0,1,0,2,344,10954.35465116279,1
1003885,1,12,1,1,4,343,10583.195335276969,2
1000692,0,0,0,1,0,343,10583.641399416909,2
1002453,1,7,1,0,0,343,9819.314868804664,2
1005536,1,16,1,1,2,343,7746.31778425656,2
1001298,1,6,1,0,4,342,9732.342105263158,3
1003693,1,15,1,1,1,342,9122.818713450291,2
1001780,1,1,1,0,0,342,7493.090643274853,3
1005888,1,20,1,0,1,341,7361.91788856305,2
1001068,0,4,1,0,2,341,8326.689149560118,1
1001920,0,7,1,0,1,340,8678.847058823529,3
1000331,1,7,1,0,1,340,9617.135294117646,2
1002030,1,4,1,0,1,340,9648.491176470588,2
1000148,1,17,1,1,3,339,10670.48377581121,5
1005878,0,0,0,1,4,339,8794.884955752212,2
1000855,0,2,0,1,2,339,7444.772861356932,1
1002012,1,4,1,1,3,338,8094.118343195266,2
1003182,1,12,0,1,2,338,7778.952662721894,2
1001748,1,1,0,1,1,338,9503.556213017751,5
1001224,1,13,1,0,4,338,9723.15976331361,5
1000048,1,4,1,1,3,338,8250.011834319526,2
1001246,1,4,0,0,2,337,10317.620178041543,1
1003942,1,4,1,0,4,337,7035.548961424332,1
1004411,1,4,0,0,3,336,9478.63392857143,1
1002887,1,3,1,1,3,335,9728.38208955224,2
1000149,1,1,1,1,2,334,11302.68263473054,2
1005964,1,5,1,0,1,334,9334.559880239522,1
1004658,1,4,1,1,3,331,7536.712990936556,2
1005504,1,7,1,1,1,331,12318.945619335347,4
1005759,0,1,0,0,2,330,9254.809090909092,2
1005011,1,4,1,0,1,329,10373.920972644377,1
1005996,0,0,1,1,1,329,9184.531914893618,2
1000533,1,12,0,0,1,325,9047.907692307692,2
1001496,1,17,0,0,2,325,7363.2738461538465,2
1000308,1,2,0,1,3,322,8666.26397515528,2
1003389,1,0,0,0,0,322,8015.425465838509,1
1000438,1,11,0,0,3,322,8671.30745341615,1
1003683,1,2,1,1,3,322,7393.111801242236,2
1004345,0,14,1,0,1,321,7509.685358255451,2
1005675,1,14,0,0,2,321,10261.218068535823,3
1001701,0,4,1,0,1,320,8343.634375,2
1001675,0,6,1,1,1,318,9859.93710691824,2
1002537,1,11,1,0,0,317,7104.261829652997,3
1001587,0,3,1,0,3,316,7306.693037974684,2
1001749,1,2,1,1,1,316,7022.566455696203,2
1003724,1,6,1,0,4,316,8365.098101265823,3
1001611,1,0,1,0,1,315,9969.56507936508,2
1005747,1,0,1,1,4,315,8905.942857142858,2
1000173,1,0,1,1,1,315,10173.701587301588,2
1003576,1,7,1,1,3,315,8432.047619047618,5
1004819,1,18,1,0,1,313,9122.801916932907,3
1000169,1,7,1,0,3,313,9107.370607028754,2
1000911,1,0,1,1,3,312,9942.416666666666,5
1001778,1,4,1,0,1,312,9039.61858974359,1
1002041,0,20,1,0,4,312,8012.525641025641,2
1003080,1,20,0,1,4,312,9500.054487179486,2
1001017,1,0,1,0,2,312,7391.157051282052,3
1004007,1,12,0,1,1,312,7843.852564102564,3
1003462,0,4,1,0,3,312,7697.717948717948,2
1005555,1,10,1,0,2,310,8953.874193548387,0
1003320,1,1,1,1,1,310,8024.512903225806,2
1003834,1,2,1,0,2,310,11086.567741935483,1
1005501,1,2,0,0,3,309,7186.686084142395,2
1004271,1,7,1,0,2,308,7845.850649350649,3
1005493,1,12,1,0,3,308,8276.396103896104,3
1005329,0,5,1,0,1,307,9580.99674267101,2
1005522,1,14,1,0,0,307,9207.892508143324,2
1005837,1,7,1,1,0,307,10978.270358306188,2
1004028,1,4,0,0,2,307,8597.654723127036,2
1005824,1,12,1,0,1,307,9134.87622149837,1
1002419,1,0,1,1,3,306,8032.666666666667,2
1001983,1,14,0,0,3,306,11980.970588235294,2
1002967,1,0,0,0,1,306,9280.137254901962,2
1003118,1,0,1,0,1,306,9545.862745098038,2
1002484,1,5,1,0,0,305,8242.737704918032,4
1001639,1,17,1,0,1,305,9574.973770491802,2
1001059,0,0,1,0,3,305,6534.836065573771,2
1002203,1,12,1,1,4,304,11367.365131578948,4
1001645,0,9,1,1,1,304,8778.338815789473,1
1001599,1,0,0,0,1,304,8090.167763157895,2
1004285,1,0,1,0,3,303,9663.14191419142,3
1001969,0,3,1,0,4,303,9492.788778877888,2
1004607,1,0,1,0,4,302,10037.970198675495,2
1004673,1,16,1,1,2,300,10795.31,3
1001501,1,11,0,0,3,300,9048.736666666666,2
1004506,1,16,1,0,2,299,9568.147157190637,5
1001137,1,4,1,0,4,299,9061.795986622074,1
1001377,1,16,1,1,3,299,8560.959866220735,3
1004053,1,18,1,0,1,299,9051.829431438127,2
1003054,1,4,1,1,1,299,8115.190635451505,1
1001333,1,17,0,0,4,299,10253.732441471571,2
1005686,1,16,0,1,1,298,5584.342281879195,6
1001101,1,1,0,0,1,298,9010.936241610738,3
1001050,1,1,1,0,1,297,7165.96632996633,2
1001244,1,4,0,1,4,296,10325.956081081082,2
1002105,1,1,0,1,0,296,8348.152027027027,2
1002496,1,1,1,0,1,296,7404.435810810811,5
1004578,1,0,0,0,4,295,10227.291525423729,2
1005738,1,12,0,1,1,295,9039.528813559322,2
1000802,1,16,1,0,1,295,10631.518644067795,2
1005317,0,0,0,0,1,295,8988.006779661016,2
1000780,1,17,1,0,3,295,10291.213559322034,2
1000850,1,0,0,1,3,294,8806.663265306122,3
1000225,1,7,0,0,0,293,8475.310580204778,2
1005163,1,6,1,1,1,292,8294.633561643835,4
1003945,0,1,1,0,2,292,8074.352739726028,4
1003261,1,20,1,1,1,291,8071.326460481099,4
1005359,1,16,1,0,3,291,11073.680412371134,1
1000854,0,16,1,0,1,291,7461.80412371134,2
1002402,1,17,1,0,4,291,9767.951890034365,4
1002638,1,14,1,0,2,291,8274.116838487973,2
1002895,1,11,1,0,4,291,9711.158075601375,2
1002223,1,2,1,1,0,290,7836.886206896552,2
1003031,1,4,0,0,3,290,8917.2,1
1003916,1,4,0,1,2,290,9999.98275862069,2
1003807,0,19,1,0,2,289,8846.837370242214,3
1001851,1,19,1,1,4,289,7541.664359861592,2
1005755,0,2,1,0,1,289,8960.716262975779,3
1001727,1,16,1,1,2,288,11429.875,3
1004948,1,2,0,1,1,288,7335.579861111111,4
1001974,1,17,1,0,1,287,9241.662020905924,3
1001962,0,1,1,1,0,287,6122.282229965157,1
1000970,1,0,1,1,4,287,9548.797909407664,2
1003108,1,6,1,1,1,287,10284.5818815331,5
1003518,0,7,0,0,2,287,8183.062717770034,1
1002288,1,10,1,0,2,286,7631.020979020979,0
1003265,1,15,0,0,1,286,8290.300699300698,2
1005113,1,0,0,1,3,286,6369.923076923077,2
1004408,0,2,1,1,1,286,8407.286713286714,4
1001128,1,1,0,0,2,286,8009.534965034965,2
1000461,1,7,1,0,0,286,8859.79020979021,5
1003892,1,20,0,0,0,285,9826.17543859649,2
1000192,1,1,1,0,2,285,8442.063157894738,1
1002102,1,11,1,0,3,284,6304.443661971831,2
1004115,1,15,1,0,1,283,9951.795053003534,2
1004771,0,4,0,0,0,283,8956.6148409894,2
1000117,1,17,0,1,2,283,9691.328621908127,2
1002753,0,20,1,1,1,283,8379.901060070672,5
1000934,0,7,0,0,0,283,6897.604240282685,3
1003416,1,12,1,1,4,283,10590.356890459365,2
1001260,1,17,1,0,0,283,9464.289752650177,2
1000151,0,20,0,1,1,283,9048.75265017668,2
1000651,1,7,1,0,2,282,9542.070921985816,3
1005684,1,16,0,0,1,282,9573.836879432623,1
1002457,1,0,1,1,0,282,8797.783687943262,2
1000566,1,17,0,0,3,282,7499.400709219858,2
1000062,0,3,0,0,1,282,8913.539007092199,3
1003180,1,14,1,0,1,281,6592.67615658363,2
1003878,1,16,1,0,4,281,10377.20640569395,3
1001667,1,16,1,0,4,281,11366.868327402137,5
1004715,1,2,1,0,3,281,9659.042704626334,2
1004167,1,20,1,0,1,281,10018.804270462631,2
1006000,1,17,1,1,2,281,8443.814946619217,4
1003825,1,1,1,0,0,280,7425.239285714286,1
1003836,0,8,1,0,1,280,8974.725,5
1000272,1,0,0,0,1,280,10186.360714285714,1
1005689,1,0,1,0,3,280,9214.57142857143,2
1003963,1,20,0,0,2,280,9902.07142857143,5
1001202,1,12,1,0,0,279,9512.602150537634,3
1001100,1,0,1,1,0,279,4846.580645161291,2
1005070,1,2,0,0,0,278,8614.334532374101,2
1004058,1,6,1,1,3,277,8849.259927797833,2
1004480,1,0,1,0,1,276,7523.93115942029,2
1001297,1,7,0,0,4,275,9325.763636363636,2
1003503,1,4,1,0,0,275,10657.73090909091,1
1000264,1,0,1,1,1,275,7692.334545454545,3
1000284,1,12,1,1,3,275,8194.603636363636,2
1001584,1,19,1,0,4,275,9029.752727272727,2
1001712,1,0,1,0,4,274,9510.744525547443,2
1004279,1,16,1,0,1,274,10119.459854014598,2
1003371,1,2,0,0,3,274,8311.127737226278,2
1002088,1,7,0,1,1,273,12153.175824175823,5
1001284,1,16,0,1,1,273,9343.794871794871,4
1002761,1,6,1,0,0,273,10476.21978021978,3
1004352,1,4,1,0,0,272,8390.75,1
1003569,0,2,1,0,1,271,6931.332103321033,1
1005539,0,20,1,1,1,271,9040.841328413284,2
1005886,1,20,0,0,2,271,9065.328413284133,2
1002020,1,7,1,1,0,271,8874.210332103321,2
1000163,1,4,0,0,1,271,6028.527675276753,1
1000777,1,19,1,0,1,271,7246.439114391144,1
1002376,1,1,0,0,3,270,8077.166666666667,2
1001356,0,4,1,0,2,270,7150.137037037037,1
1002627,1,1,1,1,2,270,8496.214814814815,2
1004335,1,0,1,0,3,269,9353.691449814129,3
1003189,1,16,0,0,1,269,8991.579925650558,2
1003313,1,20,0,0,2,269,10305.67657992565,3
1001004,1,3,1,0,2,269,8944.617100371746,2
1003641,1,0,1,0,1,269,9460.223048327138,2
1000392,1,7,0,0,0,268,8282.003731343284,1
1003425,1,20,0,0,1,268,9326.388059701492,1
1002205,0,7,0,1,3,268,7281.917910447762,2
1000235,1,0,1,0,0,268,10009.955223880595,2
1001164,0,19,0,1,1,267,7211.902621722847,2
1002996,1,0,1,0,1,267,9296.104868913855,1
1001968,1,11,1,0,2,267,7856.146067415731,2
1000757,1,12,0,0,1,267,8598.280898876405,2
1001842,1,4,1,0,1,267,10422.614232209738,1
1002860,1,17,0,0,2,267,9404.63670411985,3
1001141,0,3,1,1,1,266,7300.883458646616,2
1003940,1,20,1,1,3,266,9173.54887218045,3
1004079,1,17,1,1,3,266,9816.447368421052,3
1004497,1,0,1,1,3,264,9844.155303030304,5
1004591,1,15,0,0,3,264,9411.530303030304,2
1004472,0,16,1,1,0,264,10439.723484848484,4
1003620,1,7,0,0,1,264,9217.969696969696,2
1001489,0,2,0,1,2,264,6064.893939393939,3
1005950,1,4,1,1,2,263,7635.277566539924,2
1004318,1,5,1,0,3,262,10062.64503816794,2
1000588,0,11,1,0,1,262,9311.297709923663,2
1004823,1,4,1,1,0,261,8486.122605363984,1
1001172,0,0,0,1,2,261,8050.796934865901,2
1005621,1,7,0,0,1,261,7878.532567049809,2
1003129,1,7,1,0,2,261,7875.141762452107,2
1000058,1,2,1,0,3,261,11098.988505747126,2
1003469,1,17,1,1,3,260,10263.215384615383,4
1002643,1,17,1,1,1,259,8716.61776061776,4
1003771,1,1,1,0,0,259,7786.289575289576,2
1000702,1,7,1,1,2,258,7729.058139534884,3
1003727,1,7,1,0,1,258,8473.011627906977,3
1005153,1,7,1,0,3,258,6823.957364341085,2
1003499,1,3,0,0,2,258,10797.523255813954,2
1003992,1,4,1,0,1,257,10927.46692607004,2
1004388,1,3,1,1,2,257,10943.90272373541,4
1004958,1,7,1,0,1,257,8147.1439688715955,1
1003380,1,0,1,1,2,257,9339.0,5
1002164,1,0,1,0,3,257,10247.046692607004,3
1002946,1,16,0,1,0,255,9209.505882352942,3
1000412,1,15,0,1,1,255,10627.196078431372,3
1001861,1,16,0,1,1,254,8844.326771653543,5
1004879,1,3,0,0,2,254,8708.889763779527,2
1005172,0,11,1,0,1,254,8440.657480314962,3
1003847,1,7,1,0,1,254,7702.897637795276,2
1004381,1,4,1,1,3,254,8954.48031496063,2
1005090,0,19,1,1,3,254,10486.937007874016,3
1004422,1,5,0,1,1,253,8235.383399209486,2
1003669,1,14,0,0,2,252,9084.349206349209,2
1002592,1,7,1,1,1,252,9542.349206349209,5
1000749,1,18,1,0,0,251,7934.322709163346,3
1004950,1,16,0,1,1,251,8453.059760956176,2
1002018,1,16,1,0,1,251,9305.398406374505,3
1000355,1,3,1,0,2,251,9477.87250996016,1
1001628,1,20,1,0,1,250,9865.968,1
1002899,1,14,0,1,3,250,10566.256,3
1003729,1,4,0,0,2,249,9661.706827309235,1
1003013,1,17,1,1,2,249,7423.028112449799,4
1002611,1,3,1,0,4,248,8904.120967741936,2
1004489,1,4,1,0,1,248,11508.326612903224,1
1002172,1,20,1,0,2,248,7657.705645161291,1
1003590,0,15,0,0,1,247,10499.044534412957,1
1004964,1,0,0,1,1,246,8866.609756097561,3
1003713,0,7,1,1,1,246,8367.211382113821,2
1000204,1,7,1,1,1,246,9855.626016260165,2
1001306,1,3,1,0,3,246,11139.71544715447,2
1000746,0,19,1,0,3,245,8019.661224489796,1
1000442,1,1,0,0,2,245,9218.61224489796,2
1001922,0,7,1,0,4,245,9176.518367346938,2
1004022,1,14,1,1,1,244,8866.872950819672,3
1002841,1,12,1,1,1,244,10407.618852459016,5
1000187,0,1,1,0,1,244,9234.184426229507,4
1002383,0,14,1,0,3,243,7745.699588477366,2
1003201,1,7,1,1,0,243,10177.880658436214,4
1003512,1,17,0,0,2,243,9534.148148148148,1
1000669,1,17,1,0,2,243,10508.230452674898,2
1003762,1,6,1,1,0,243,7186.38683127572,5
1005848,1,20,0,1,0,243,9355.131687242798,5
1002237,0,6,1,0,1,242,8575.756198347108,3
1005005,1,16,1,0,2,242,7969.099173553719,4
1005972,0,20,1,0,0,242,8622.49173553719,2
1004088,1,3,1,1,4,242,8277.0,2
1004042,1,15,1,1,3,242,9643.00826446281,3
1001389,1,17,1,1,4,242,10220.037190082645,2
1002231,1,11,1,1,1,242,9065.90082644628,5
1004473,1,1,1,0,3,241,8756.257261410788,3
1004161,1,0,1,1,3,241,8088.020746887967,4
1003191,1,12,1,0,4,240,9871.9,2
1000796,1,6,1,1,4,240,7815.920833333334,5
1000714,1,4,1,0,2,240,11526.720833333333,1
1001794,1,11,1,0,1,240,6859.320833333333,2
1003509,1,4,0,0,0,239,8726.78661087866,1
1005744,0,4,0,0,2,239,8886.849372384937,2
1005492,1,4,0,1,4,239,7169.52719665272,1
1000963,1,0,0,1,0,239,9066.230125523012,2
1005077,1,2,0,0,0,238,8928.403361344537,2
1002743,1,14,1,0,2,238,9229.76050420168,2
1001752,1,3,1,0,1,238,10961.07142857143,2
1000146,0,20,1,1,3,238,9484.264705882351,3
1001717,0,6,1,0,1,237,9823.68776371308,5
1004478,1,12,0,0,1,237,8095.827004219409,0
1001758,0,0,1,0,1,237,8944.29535864979,2
1001883,0,0,1,1,1,237,7365.940928270043,5
1003051,1,17,1,0,0,237,9240.1223628692,1
1004458,0,4,1,0,1,236,8066.343220338983,2
1002581,1,11,0,0,1,236,9641.512711864409,2
1004001,0,1,1,1,1,236,6925.1949152542375,2
1005787,1,20,1,0,0,236,9721.563559322034,2
1001685,1,12,1,0,1,236,8105.080508474576,3
