Product_ID,Avg_Price,Price_Std,Purchase_Count,Category,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20
P00242742,1.4360180614103315,1.7500947426100646,4.80487078611593,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00034742,-0.19365090955375672,-0.5680089541451288,4.791108125721666,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00148642,2.4348902509896266,0.9370304685877299,4.75440769800363,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00080342,2.506748330697871,0.546060897424697,4.749820144538875,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00031042,0.28591010276954654,-0.9069748974064673,4.736057484144611,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00028842,2.5113590370922876,1.3344671644066475,4.722294823750348,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00251242,-0.28584269568144105,-0.7945774687604109,4.676419289102801,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00114942,2.1771021569309545,0.7389123293477358,4.63513130792001,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00000142,0.83136596515386,-0.052979402857070985,4.515854917836392,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00270942,1.6662810700463009,1.1518558164718489,4.515854917836392,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00112542,2.1107270153735245,1.0831764000227986,4.419516295076545,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00044442,2.066451918951781,0.5909948069493612,4.327765225781454,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00334242,2.0769085015296818,1.0799616229951392,4.245189263415872,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00111142,2.1216889580282414,1.0619999761802454,3.8873600931650154,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00277642,1.042628488854468,0.6314699004831478,3.7680837030813965,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00052842,3.1790014706667735,1.5396102981112714,3.7359708288281146,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P00116842,1.428127925810955,0.11128893748679933,3.722208168433851,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00295942,1.1302242376225218,0.7102309518418838,3.6900952941805687,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00005042,2.6982129678603735,0.676130142855174,3.676332633786305,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00003442,-1.3661746463263302,-1.5268753675532576,3.671745080321551,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00086442,0.02732387110530062,-0.30637976793425825,3.6625699733920416,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00258742,-0.24911073070217143,-0.6785921261509913,3.6533948664625324,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00085942,1.534111812941623,0.42424241924153794,3.6488073129977776,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00110542,0.2068186113374786,-0.8018921200199898,3.625869545674005,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00216342,0.6394117770761338,-0.04069670934714455,3.5570562437026862,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00073842,1.473370534958291,1.7349123751737157,3.5249433694494043,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00128942,2.0413806690985234,1.1392730614671915,3.5249433694494043,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00113242,2.3147691537838138,0.9889812576464526,3.511180709055141,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00112442,2.428874440505541,1.1050578951883145,3.465305174407595,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00105142,1.6716568929106679,1.1649207173774512,3.4377798536190673,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0097242,2.08475301109787,0.8804693139855977,3.4148420862952946,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00147942,2.0217053290417675,0.7023083430746233,3.4102545328305403,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00182142,1.899317737425373,0.8409932693460779,3.401079425901031,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00106042,-0.09986561605841049,-0.7932904337869054,3.3827292120420127,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00120042,2.0908188345007233,0.7372452393755821,3.368966551647749,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00085242,0.21968720596887767,-0.7512123372151145,3.35979144471824,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00371644,-1.9815527018735755,-2.036440679971155,3.355203891253485,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P00036842,1.5289127868027577,1.2613905773153404,3.2863905892821665,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00121642,-0.20327031255672057,-0.7981905104798742,3.144176431874775,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00289942,0.9098810674826575,-0.017335584410559702,3.1304137714805114,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00062842,1.4305029769055466,1.1703577200540458,3.116651111086248,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00003242,-0.04427242491067003,-0.46293155164826283,3.102888450691984,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00157542,-0.23052230222316403,-0.08014453615116723,3.0753631299034567,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00372445,-1.9784165122433452,-2.0411851855878043,3.070775576438702,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P00259342,-0.3145117746222654,-0.7770155516464516,3.0661880229739475,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00156442,0.07464634667081481,-0.6939880072546588,3.0616004695091927,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00178942,-0.30402713462373265,-0.6988039051559246,3.0616004695091927,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00057742,1.258000992802069,0.8019715948995672,3.006549827932138,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00370853,-2.066487003141663,-2.179512094062868,2.983612060608365,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P00240142,-0.27346739942302173,-0.7475728949006218,2.974436953678856,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00248142,-0.5003155048914474,-0.38435696355757465,2.9698494002141014,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00375436,-1.9785897950991747,-2.042647532198436,2.965261846749347,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P00355142,1.80618177068402,1.045583693600669,2.951499186355083,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00323942,0.024981977277926313,-0.6212917316904534,2.9010360982427827,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00161942,-0.2705150440388979,-0.7157404953603663,2.8964485447780284,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00140742,1.6356386276114652,1.632629030111993,2.8826858843837644,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00199442,-0.43686168456318586,-0.6972073155656024,2.8735107774542556,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00274942,0.029106629970956047,-0.25372949505544956,2.868923223989501,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00271142,-0.19513964051881513,-0.7961311495846627,2.8597481170599917,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00057942,1.615752091808798,1.3478216759658252,2.832222796271464,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00249542,0.9943626998972253,1.2204410144606797,2.832222796271464,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00370293,-2.066674470616424,-2.1796054077053255,2.832222796271464,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P00324942,-0.29528081040940235,-0.6830199255725423,2.832222796271464,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00210042,-0.20550181187462438,-0.4484970058728289,2.8276352428067097,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00021742,-0.25148942440758865,-0.5928340296267806,2.790934815088673,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00129642,-0.23940654227503474,-0.6100067053701697,2.7771721546944095,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00250242,-0.3829517566427615,-0.42750168841492714,2.7542343873706367,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00127642,1.8526323146477703,1.2321295677024218,2.726709066582109,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00318742,1.6664135403188596,1.2308615200733561,2.7129464061878457,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00113142,1.8978586735804774,1.1430486366335912,2.7129464061878457,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00121342,2.2259258262982153,0.6415187371643788,2.708358852723091,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00317842,-0.0838676338239794,-0.6083354663880026,2.6991837457935817,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00260042,-0.14484081952664668,-0.7286689631010785,2.6900086388640725,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00037142,1.625315949376711,1.1804565817168333,2.685421085399318,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00129542,-0.09860003864995122,-0.5827410086224913,2.6808335319345633,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00145442,-0.12213373435625793,-0.3836547326347052,2.6716584250050546,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00003942,-0.41113372218432975,-0.6455876575910159,2.6670708715402998,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00113642,0.11524524409898393,-0.6888246066503083,2.6578957646107906,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00070042,1.702963347961904,1.1723660890600633,2.639545550751772,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00084842,0.1786220348770007,-0.8671337465907278,2.630370443822263,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00144642,1.3964535463449814,1.7756177957889598,2.6166077834279995,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00071442,2.868643321895422,0.8634424559247166,2.612020229963245,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P00221442,1.709090085553862,0.81662020528744,2.612020229963245,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00350942,0.6682125794349427,0.07349037537254015,2.602845123033736,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00002142,1.6242755750864344,1.0412660667127394,2.602845123033736,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00338442,1.155597343635005,1.7072823526741647,2.5844949091747176,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00296042,-0.25295674321556155,-0.2356289205860818,2.5844949091747176,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00057542,0.613798309152594,0.16275299384375755,2.5799073557099628,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00100442,1.1969726664401144,0.8171451800459476,2.5753198022452084,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00174442,-0.2791346153914109,-0.48981476824787934,2.570732248780454,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00125942,1.7143333609614304,1.0742132615011237,2.55696958838619,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00100842,-0.25451503575130463,-0.6954031391102223,2.5432069279919265,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00249642,0.5873230386357641,0.8277329074177333,2.5386193745271717,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00115642,0.11661011410217957,-0.6844471089579871,2.5202691606681538,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00178242,0.015722819135556773,-0.7328718557943215,2.5065065002738898,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00329542,1.6310014120062055,1.3314170715253861,2.4789811794853622,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00142142,1.005007828669334,1.56012683407553,2.4789811794853622,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00114042,-0.1903698107261302,-0.5932197467450916,2.4789811794853622,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00220342,-0.31916584980904616,-0.4992207475863614,2.4331056448378168,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00245642,-0.5540396495245619,-0.17585482988846063,2.400992770584535,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00111742,2.443021434786349,2.1073703338573537,2.3918176636550257,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P00243942,1.5064796032523435,1.0619347227379996,2.387230110190271,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00102342,-0.13157893522436853,-0.37055729962516376,2.364292342866498,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00034842,-0.34204799601826485,-0.7268166623049429,2.3597047894017438,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00010842,0.0871770518664988,-0.5984022327031189,2.3275919151484614,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00113342,2.1009061897112757,0.8641756198656987,2.3275919151484614,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00014542,0.029411188062030188,-0.7489662907461802,2.313829254754198,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00250642,-0.8774976175580488,-0.39865356198859614,2.313829254754198,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P00113042,-0.4087641993271896,-1.0023582133026312,2.3046541478246887,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P00293242,0.05953366035152457,-0.5270984192948878,2.2863039339656703,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00139942,-0.3740160665401977,-0.4412601440774489,2.2587786131771432,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00277442,1.4489654446449984,1.2557913378906944,2.2450159527828792,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00319042,-0.21289603130911902,-0.654899542927292,2.2220781854591065,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00183242,-0.5436644829279833,-0.635913068548552,2.208315525064843,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00111942,0.12475084808533643,-0.5653367591051807,2.194552864670579,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00101842,2.301211191801333,1.3870634089012626,2.18537775774107,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00118742,-0.13913824890294987,-0.8239210763643927,2.1807902042763154,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00150542,-0.3074302328253977,-0.66779591775958,2.1807902042763154,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00126142,0.08940172150934399,-0.5968120095116715,2.1807902042763154,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00116142,3.2631880760389236,1.242694508144902,2.1762026508115606,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P00351142,1.696270796645096,1.6399517939039268,2.1762026508115606,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00035842,-0.5585985150056819,-0.5340306645436318,2.153264883487788,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00233542,1.6614077978023614,1.417656732831465,2.1486773300230335,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00213242,-0.10431729701331613,-0.6814549707457774,2.1486773300230335,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00192042,-0.49562111801009706,-0.7920852405861222,2.121152009234506,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00120342,-0.18599180148008934,-0.7546872613276743,2.1165644557697516,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00212942,-0.37576346634918145,-0.6977723618366245,2.1165644557697516,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00183342,-0.586690124314199,-0.5258176422974563,2.111976902304997,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00086342,0.21634126168141743,-0.6734276663499309,2.1073893488402424,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00057442,-0.46262873294994156,-0.5080834443874295,2.1073893488402424,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00086042,0.01159631439188825,-0.31648602012118005,2.0936266884459784,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00154042,1.0986129695079576,1.9883048528351193,2.0844515815164693,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00153742,-0.09482524270364694,-0.3199406242310216,2.0752764745869605,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00119742,-0.17381670243315814,-0.6237324297353238,2.0615138141926965,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00173842,1.1836615433686744,1.9356781865745771,2.0615138141926965,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00101942,0.03398658799754164,-0.6296040139368101,2.056926260727942,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00193542,1.6598239007689364,1.2024478257983116,2.0523387072631873,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00303242,-0.3886861235411576,-0.8787793008267204,2.047751153798433,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00294542,-0.07088706323885259,-0.16354922406952865,2.0294009399394146,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00127842,1.6515582481753786,1.305384482564268,2.0248133864746602,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00211142,-0.35275037422911903,-0.8202652542867601,2.0248133864746602,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00116742,-0.4586583295839683,-0.9381832446163841,2.0110507260803963,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P00035542,0.6781751571864232,0.21996953734635583,1.9927005122213781,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00158542,-0.3496017880872465,-0.45263970786773866,1.9881129587566235,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00127242,1.5010653603902955,1.1700521135629112,1.9881129587566235,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00138542,-0.3346951607498263,-0.779851073051764,1.983525405291869,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00226342,-0.7380917467384759,-0.8203283512284717,1.9789378518271143,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P00303042,-0.4245749699824472,-0.7201878674774259,1.9789378518271143,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00070342,1.108610124750072,1.5835588386636918,1.9743502983623598,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00129842,1.9285712272288338,1.0468390465273665,1.9743502983623598,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00313342,-0.325984743140999,-0.7089046994070548,1.9697627448976052,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00004742,2.2821216354348177,1.2871561069399489,1.9697627448976052,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00201442,1.9696100366461393,0.6610630026146059,1.9651751914328506,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00303342,1.7099467360144989,0.6414755539446073,1.9560000845033414,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00343042,-0.24101411598023442,-0.6534536569566405,1.9560000845033414,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00058242,0.670496531510271,0.29570524314980934,1.9560000845033414,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00346142,1.6209066354712196,1.2240751227307154,1.9514125310385868,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00115142,2.1650522170229247,0.6101371977276133,1.9514125310385868,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00030842,1.4957190637793831,1.373722525660683,1.9468249775738324,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00177542,1.9354140548203191,1.247106247200793,1.9422374241090778,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00151742,-0.16046620605563827,-0.4052710473246327,1.9376498706443233,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P00034042,1.6875409181255405,0.7112910138647232,1.9009494429262865,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00248942,2.17781946709597,0.9089773640330542,1.8963618894615322,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P00182242,1.5494299163226575,1.0386254205110497,1.887186782532023,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
