user_id,venue_id,checkin_count,tip_count,avg_sentiment,checkin_category,interaction_score
287,65011,1,0.0,0.0,one_time,1.0
288,309,1,0.0,0.0,one_time,1.0
288,549,2,0.0,0.0,occasional,2.0
288,654,2,0.0,0.0,occasional,2.0
288,9953,2,0.0,0.0,occasional,2.0
288,13550,1,0.0,0.0,one_time,1.0
288,21455,2,0.0,0.0,occasional,2.0
288,23989,2,0.0,0.0,occasional,2.0
312,656,1,0.0,0.0,one_time,1.0
312,13424,1,1.0,0.0,one_time,1.0
334,12867,1,2.0,0.3,one_time,1.3
365,1543,1,0.0,0.0,one_time,1.0
384,35085,1,0.0,0.0,one_time,1.0
429,809,1,1.0,0.0,one_time,1.0
429,928,1,1.0,0.0,one_time,1.0
429,9945,2,0.0,0.0,occasional,2.0
429,12347,2,1.0,0.5,occasional,3.0
429,19939,1,2.0,0.45,one_time,1.45
429,108420,2,0.0,0.0,occasional,2.0
459,6251,1,0.0,0.0,one_time,1.0
459,6305,1,0.0,0.0,one_time,1.0
459,8800,1,1.0,0.0,one_time,1.0
459,24154,1,0.0,0.0,one_time,1.0
459,1782104,2,0.0,0.0,occasional,2.0
462,1177,2,0.0,0.0,occasional,2.0
462,1441,1,0.0,0.0,one_time,1.0
462,2585,2,0.0,0.0,occasional,2.0
462,21795,1,0.0,0.0,one_time,1.0
542,945,1,0.0,0.0,one_time,1.0
542,15071,1,0.0,0.0,one_time,1.0
550,575,2,0.0,0.0,occasional,2.0
550,1063,2,0.0,0.0,occasional,2.0
550,7920,2,0.0,0.0,occasional,2.0
550,100422,1,0.0,0.0,one_time,1.0
550,170700,1,0.0,0.0,one_time,1.0
550,181971,2,0.0,0.0,occasional,2.0
556,114,2,0.0,0.0,occasional,2.0
556,608,1,0.0,0.0,one_time,1.0
556,630,1,0.0,0.0,one_time,1.0
556,884,2,0.0,0.0,occasional,2.0
556,1060,2,0.0,0.0,occasional,2.0
556,1407,2,0.0,0.0,occasional,2.0
556,4472,1,0.0,0.0,one_time,1.0
556,6187,5,1.0,0.09583333333333335,regular,5.479166666666667
556,6287,2,0.0,0.0,occasional,2.0
556,7908,1,0.0,0.0,one_time,1.0
556,7909,1,0.0,0.0,one_time,1.0
556,9953,1,0.0,0.0,one_time,1.0
556,11355,1,0.0,0.0,one_time,1.0
556,12047,1,0.0,0.0,one_time,1.0
556,12121,3,1.0,0.0,occasional,3.0
556,12214,1,0.0,0.0,one_time,1.0
556,12493,2,0.0,0.0,occasional,2.0
556,14113,1,0.0,0.0,one_time,1.0
556,15351,2,0.0,0.0,occasional,2.0
556,16653,1,0.0,0.0,one_time,1.0
556,16816,1,0.0,0.0,one_time,1.0
556,17741,2,0.0,0.0,occasional,2.0
556,21413,1,0.0,0.0,one_time,1.0
556,61274,2,0.0,0.0,occasional,2.0
558,19178,1,0.0,0.0,one_time,1.0
558,69953,2,0.0,0.0,occasional,2.0
570,476,1,0.0,0.0,one_time,1.0
570,564,1,0.0,0.0,one_time,1.0
570,602,1,0.0,0.0,one_time,1.0
570,1372,2,0.0,0.0,occasional,2.0
570,6793,2,0.0,0.0,occasional,2.0
570,9652,1,0.0,0.0,one_time,1.0
570,13233,2,0.0,0.0,occasional,2.0
570,13921,1,0.0,0.0,one_time,1.0
570,16349,1,0.0,0.0,one_time,1.0
570,23989,1,0.0,0.0,one_time,1.0
570,26797,2,0.0,0.0,occasional,2.0
570,35260,1,0.0,0.0,one_time,1.0
570,74896,2,0.0,0.0,occasional,2.0
570,502393,2,0.0,0.0,occasional,2.0
645,11884,2,0.0,0.0,occasional,2.0
645,12190,2,0.0,0.0,occasional,2.0
645,13984,1,1.0,-0.125,one_time,0.875
645,35085,1,0.0,0.0,one_time,1.0
645,726679,1,0.0,0.0,one_time,1.0
670,808,1,0.0,0.0,one_time,1.0
670,5769,2,0.0,0.0,occasional,2.0
670,9932,2,0.0,0.0,occasional,2.0
670,10782,1,0.0,0.0,one_time,1.0
670,12493,2,0.0,0.0,occasional,2.0
670,12796,2,0.0,0.0,occasional,2.0
670,17282,2,0.0,0.0,occasional,2.0
670,24411,2,0.0,0.0,occasional,2.0
670,25597,9,1.0,0.0,regular,9.0
670,52205,2,0.0,0.0,occasional,2.0
670,78902,1,0.0,0.0,one_time,1.0
738,3449,1,0.0,0.0,one_time,1.0
738,4156,1,0.0,0.0,one_time,1.0
738,9204,1,0.0,0.0,one_time,1.0
738,12468,2,0.0,0.0,occasional,2.0
738,13519,2,0.0,0.0,occasional,2.0
738,17698,1,0.0,0.0,one_time,1.0
738,23187,1,0.0,0.0,one_time,1.0
738,52878,1,0.0,0.0,one_time,1.0
748,3184,4,0.0,0.0,regular,4.0
748,5862,2,0.0,0.0,occasional,2.0
748,9953,2,0.0,0.0,occasional,2.0
748,10965,4,0.0,0.0,regular,4.0
748,15176,1,0.0,0.0,one_time,1.0
748,19393,2,0.0,0.0,occasional,2.0
748,25753,4,0.0,0.0,regular,4.0
752,1654176,2,0.0,0.0,occasional,2.0
756,2623,1,0.0,0.0,one_time,1.0
756,73405,1,0.0,0.0,one_time,1.0
756,186707,2,0.0,0.0,occasional,2.0
793,609,2,0.0,0.0,occasional,2.0
793,4156,2,1.0,0.3125,occasional,2.625
793,6510,2,0.0,0.0,occasional,2.0
793,11930,2,0.0,0.0,occasional,2.0
793,15146,1,0.0,0.0,one_time,1.0
793,30941,1,0.0,0.0,one_time,1.0
793,51152,1,0.0,0.0,one_time,1.0
793,114619,1,0.0,0.0,one_time,1.0
836,332,1,0.0,0.0,one_time,1.0
836,355,2,0.0,0.0,occasional,2.0
836,449,1,0.0,0.0,one_time,1.0
836,837,2,0.0,0.0,occasional,2.0
836,886,1,0.0,0.0,one_time,1.0
836,1158,1,0.0,0.0,one_time,1.0
836,1473,1,1.0,0.1,one_time,1.1
836,5987,1,0.0,0.0,one_time,1.0
836,9436,2,0.0,0.0,occasional,2.0
836,10690,1,0.0,0.0,one_time,1.0
836,11147,2,0.0,0.0,occasional,2.0
836,13687,2,0.0,0.0,occasional,2.0
836,16361,1,0.0,0.0,one_time,1.0
836,22463,2,0.0,0.0,occasional,2.0
836,26442,2,1.0,0.5,occasional,3.0
836,37276,1,0.0,0.0,one_time,1.0
836,49111,2,0.0,0.0,occasional,2.0
836,84910,2,0.0,0.0,occasional,2.0
850,808,1,0.0,0.0,one_time,1.0
850,1031,2,0.0,0.0,occasional,2.0
850,3184,2,0.0,0.0,occasional,2.0
850,8434,1,0.0,0.0,one_time,1.0
850,11902,1,0.0,0.0,one_time,1.0
850,12090,1,0.0,0.0,one_time,1.0
850,23209,1,0.0,0.0,one_time,1.0
943,700,1,0.0,0.0,one_time,1.0
943,3184,1,0.0,0.0,one_time,1.0
943,4547,1,0.0,0.0,one_time,1.0
943,6251,2,0.0,0.0,occasional,2.0
943,8224,1,0.0,0.0,one_time,1.0
943,10604,1,0.0,0.0,one_time,1.0
943,11055,2,0.0,0.0,occasional,2.0
943,13984,1,0.0,0.0,one_time,1.0
943,21176,2,1.0,0.5,occasional,3.0
943,43879,1,0.0,0.0,one_time,1.0
953,39,2,0.0,0.0,occasional,2.0
953,1075,1,2.0,0.4,one_time,1.4
1002,200,3,0.0,0.0,occasional,3.0
1002,514,2,0.0,0.0,occasional,2.0
1002,575,1,0.0,0.0,one_time,1.0
1002,700,2,0.0,0.0,occasional,2.0
1002,946,3,0.0,0.0,occasional,3.0
1002,1492,1,0.0,0.0,one_time,1.0
1002,1639,2,0.0,0.0,occasional,2.0
1002,6808,2,0.0,0.0,occasional,2.0
1002,9307,2,0.0,0.0,occasional,2.0
1002,11171,2,0.0,0.0,occasional,2.0
1002,11536,2,0.0,0.0,occasional,2.0
1002,11775,2,0.0,0.0,occasional,2.0
1002,11954,7,0.0,0.0,regular,7.0
1002,13897,1,0.0,0.0,one_time,1.0
1002,16437,2,0.0,0.0,occasional,2.0
1002,16953,1,0.0,0.0,one_time,1.0
1002,17415,1,0.0,0.0,one_time,1.0
1002,39230,4,0.0,0.0,regular,4.0
1002,39242,1,0.0,0.0,one_time,1.0
1002,49886,2,0.0,0.0,occasional,2.0
1002,50167,1,0.0,0.0,one_time,1.0
1002,119212,1,0.0,0.0,one_time,1.0
1010,177,1,0.0,0.0,one_time,1.0
1010,13359,1,0.0,0.0,one_time,1.0
1010,98639,2,1.0,0.4583333333333333,occasional,2.9166666666666665
1010,194112,1,0.0,0.0,one_time,1.0
1035,1407,1,0.0,0.0,one_time,1.0
1035,3184,2,0.0,0.0,occasional,2.0
1035,4749,2,0.0,0.0,occasional,2.0
1035,9436,2,0.0,0.0,occasional,2.0
1035,11945,2,0.0,0.0,occasional,2.0
1035,11990,1,0.0,0.0,one_time,1.0
1035,31671,2,0.0,0.0,occasional,2.0
1035,68829,1,0.0,0.0,one_time,1.0
1042,204,4,0.0,0.0,regular,4.0
1042,1481,2,0.0,0.0,occasional,2.0
1042,4429,2,0.0,0.0,occasional,2.0
1042,4454,2,0.0,0.0,occasional,2.0
1042,5965,2,0.0,0.0,occasional,2.0
1042,10173,2,0.0,0.0,occasional,2.0
1088,808,2,0.0,0.0,occasional,2.0
1090,654,1,0.0,0.0,one_time,1.0
1090,6602,1,0.0,0.0,one_time,1.0
1106,47,2,0.0,0.0,occasional,2.0
1106,654,2,0.0,0.0,occasional,2.0
1106,1069,1,0.0,0.0,one_time,1.0
1106,1407,2,0.0,0.0,occasional,2.0
1106,4156,2,0.0,0.0,occasional,2.0
1106,4429,1,0.0,0.0,one_time,1.0
1106,6999,1,0.0,0.0,one_time,1.0
1106,7920,2,0.0,0.0,occasional,2.0
1106,10489,1,0.0,0.0,one_time,1.0
1106,12996,2,0.0,0.0,occasional,2.0
1106,15743,2,0.0,0.0,occasional,2.0
1106,22351,2,0.0,0.0,occasional,2.0
1106,35908,2,0.0,0.0,occasional,2.0
1106,68935,6,0.0,0.0,regular,6.0
1106,125662,2,0.0,0.0,occasional,2.0
1112,17415,1,0.0,0.0,one_time,1.0
1112,73304,2,0.0,0.0,occasional,2.0
1158,408,2,0.0,0.0,occasional,2.0
1158,1036,2,0.0,0.0,occasional,2.0
1158,1360,2,0.0,0.0,occasional,2.0
1158,6960,2,0.0,0.0,occasional,2.0
1158,33672,1,0.0,0.0,one_time,1.0
1163,1086,1,0.0,0.0,one_time,1.0
1163,4920,2,0.0,0.0,occasional,2.0
1174,177,3,0.0,0.0,occasional,3.0
1174,1225,1,0.0,0.0,one_time,1.0
1178,6087,1,1.0,0.17045454545454544,one_time,1.1704545454545454
1178,8025,2,0.0,0.0,occasional,2.0
1178,16699,1,1.0,0.0,one_time,1.0
1178,17323,1,0.0,0.0,one_time,1.0
1192,653,2,0.0,0.0,occasional,2.0
1192,27966,2,0.0,0.0,occasional,2.0
1192,28999,3,1.0,0.00833333333333334,occasional,3.025
1192,33691,2,0.0,0.0,occasional,2.0
1193,355,3,0.0,0.0,occasional,3.0
1193,1156,1,0.0,0.0,one_time,1.0
1193,1283,1,0.0,0.0,one_time,1.0
1193,1486,2,0.0,0.0,occasional,2.0
1193,3347,2,0.0,0.0,occasional,2.0
1193,4529,1,0.0,0.0,one_time,1.0
1193,5867,5,0.0,0.0,regular,5.0
1193,7994,1,0.0,0.0,one_time,1.0
1193,9772,1,0.0,0.0,one_time,1.0
1193,11006,1,0.0,0.0,one_time,1.0
1193,11635,1,0.0,0.0,one_time,1.0
1193,11855,1,0.0,0.0,one_time,1.0
1193,12903,2,0.0,0.0,occasional,2.0
1193,14494,7,0.0,0.0,regular,7.0
1193,19842,2,0.0,0.0,occasional,2.0
1193,20779,2,0.0,0.0,occasional,2.0
1193,31475,1,0.0,0.0,one_time,1.0
1193,50167,1,0.0,0.0,one_time,1.0
1193,79908,1,0.0,0.0,one_time,1.0
1233,1782104,2,0.0,0.0,occasional,2.0
1251,18144,1,0.0,0.0,one_time,1.0
1251,36929,2,0.0,0.0,occasional,2.0
1251,38551,2,0.0,0.0,occasional,2.0
1267,571,1,0.0,0.0,one_time,1.0
1267,6999,2,0.0,0.0,occasional,2.0
1267,24124,2,0.0,0.0,occasional,2.0
1267,29079,2,0.0,0.0,occasional,2.0
1267,68216,2,0.0,0.0,occasional,2.0
1284,9953,2,0.0,0.0,occasional,2.0
1284,11685,1,1.0,-0.5,one_time,0.5
1296,52205,1,0.0,0.0,one_time,1.0
1317,86,1,0.0,0.0,one_time,1.0
1317,3511,1,1.0,0.425,one_time,1.425
1317,4556,1,0.0,0.0,one_time,1.0
1317,6023,2,0.0,0.0,occasional,2.0
1317,7594,4,2.0,0.13666666666666666,regular,4.546666666666667
1317,9932,1,1.0,0.2761904761904762,one_time,1.276190476190476
1317,11846,1,1.0,0.4,one_time,1.4
1317,12617,2,0.0,0.0,occasional,2.0
1317,34405,2,0.0,0.0,occasional,2.0
1319,13264,1,0.0,0.0,one_time,1.0
1319,23989,1,2.0,0.018181818181818188,one_time,1.018181818181818
1319,47569,6,4.0,0.11071428571428571,regular,6.664285714285715
1338,408,2,0.0,0.0,occasional,2.0
1338,1441,2,0.0,0.0,occasional,2.0
1338,7519,1,0.0,0.0,one_time,1.0
1338,8224,1,0.0,0.0,one_time,1.0
1338,9263,2,0.0,0.0,occasional,2.0
1338,10604,1,0.0,0.0,one_time,1.0
1338,13231,2,0.0,0.0,occasional,2.0
1338,16626,1,0.0,0.0,one_time,1.0
1338,23209,1,0.0,0.0,one_time,1.0
1342,13525,2,0.0,0.0,occasional,2.0
1342,13898,1,0.0,0.0,one_time,1.0
1342,14970,2,0.0,0.0,occasional,2.0
1342,29079,2,2.0,0.2111111111111111,occasional,2.422222222222222
1342,105699,1,0.0,0.0,one_time,1.0
1363,845,2,0.0,0.0,occasional,2.0
1363,23119,2,0.0,0.0,occasional,2.0
1404,205,1,0.0,0.0,one_time,1.0
1404,12989,1,1.0,0.6,one_time,1.6
1416,317,2,0.0,0.0,occasional,2.0
1416,5899,2,0.0,0.0,occasional,2.0
1416,6251,2,0.0,0.0,occasional,2.0
1416,8959,2,0.0,0.0,occasional,2.0
1416,9463,2,1.0,-0.3333333333333333,occasional,1.3333333333333335
1416,12282,1,0.0,0.0,one_time,1.0
1416,68983,2,0.0,0.0,occasional,2.0
1499,9945,1,0.0,0.0,one_time,1.0
1499,17465,1,0.0,0.0,one_time,1.0
1499,121308,1,0.0,0.0,one_time,1.0
1499,808115,2,0.0,0.0,occasional,2.0
1509,1086,1,0.0,0.0,one_time,1.0
1509,1231,2,0.0,0.0,occasional,2.0
1509,74896,2,0.0,0.0,occasional,2.0
1513,985,1,0.0,0.0,one_time,1.0
1513,3184,2,0.0,0.0,occasional,2.0
1513,4840,1,0.0,0.0,one_time,1.0
1513,5918,2,0.0,0.0,occasional,2.0
1513,6287,1,0.0,0.0,one_time,1.0
1513,6293,2,0.0,0.0,occasional,2.0
1513,6790,2,0.0,0.0,occasional,2.0
1513,7557,1,0.0,0.0,one_time,1.0
1513,7794,2,0.0,0.0,occasional,2.0
1513,7796,4,0.0,0.0,regular,4.0
1513,10897,2,0.0,0.0,occasional,2.0
1513,12215,1,0.0,0.0,one_time,1.0
1513,12568,2,0.0,0.0,occasional,2.0
1513,13028,1,0.0,0.0,one_time,1.0
1513,14086,3,0.0,0.0,occasional,3.0
1513,14801,1,0.0,0.0,one_time,1.0
1513,15577,1,0.0,0.0,one_time,1.0
1513,17698,2,0.0,0.0,occasional,2.0
1513,30525,1,0.0,0.0,one_time,1.0
1513,36092,4,1.0,0.0,regular,4.0
1513,82660,2,0.0,0.0,occasional,2.0
1513,127461,2,1.0,0.75,occasional,3.5
1513,189445,4,0.0,0.0,regular,4.0
1537,23187,2,1.0,0.25,occasional,2.5
1537,147002,2,0.0,0.0,occasional,2.0
1562,11355,2,0.0,0.0,occasional,2.0
1562,21324,2,0.0,0.0,occasional,2.0
1562,22145,1,0.0,0.0,one_time,1.0
1581,8025,2,0.0,0.0,occasional,2.0
1581,11872,2,0.0,0.0,occasional,2.0
1581,19183,1,0.0,0.0,one_time,1.0
1585,6206,1,1.0,0.9099999999999999,one_time,1.91
1586,5259,1,0.0,0.0,one_time,1.0
1586,7796,2,0.0,0.0,occasional,2.0
1586,21166,1,0.0,0.0,one_time,1.0
1586,26442,1,0.0,0.0,one_time,1.0
1586,45448,1,0.0,0.0,one_time,1.0
1586,68935,1,0.0,0.0,one_time,1.0
1586,79919,2,0.0,0.0,occasional,2.0
1586,81976,1,0.0,0.0,one_time,1.0
1627,4843,1,0.0,0.0,one_time,1.0
1627,8135,2,0.0,0.0,occasional,2.0
1627,8228,2,0.0,0.0,occasional,2.0
1627,9209,1,0.0,0.0,one_time,1.0
1627,10965,2,0.0,0.0,occasional,2.0
1627,11956,1,0.0,0.0,one_time,1.0
1627,16020,1,0.0,0.0,one_time,1.0
1627,20383,1,0.0,0.0,one_time,1.0
1627,26199,1,0.0,0.0,one_time,1.0
1627,50603,1,0.0,0.0,one_time,1.0
1627,726679,1,0.0,0.0,one_time,1.0
1664,37586,1,0.0,0.0,one_time,1.0
1664,64680,2,0.0,0.0,occasional,2.0
1664,107254,2,0.0,0.0,occasional,2.0
1731,591,1,0.0,0.0,one_time,1.0
1731,769,2,0.0,0.0,occasional,2.0
1731,807,4,0.0,0.0,regular,4.0
1731,4830,1,0.0,0.0,one_time,1.0
1731,7913,2,0.0,0.0,occasional,2.0
1731,8515,1,0.0,0.0,one_time,1.0
1731,13547,2,0.0,0.0,occasional,2.0
1731,18167,1,0.0,0.0,one_time,1.0
1731,23049,4,1.0,0.12261904761904763,regular,4.4904761904761905
1752,514,2,0.0,0.0,occasional,2.0
1752,1031,1,0.0,0.0,one_time,1.0
1752,79908,2,0.0,0.0,occasional,2.0
1768,15351,2,0.0,0.0,occasional,2.0
1768,16875,2,0.0,0.0,occasional,2.0
1771,4749,1,0.0,0.0,one_time,1.0
1771,7357,1,0.0,0.0,one_time,1.0
1771,11855,2,0.0,0.0,occasional,2.0
1771,13231,1,0.0,0.0,one_time,1.0
1771,26797,2,0.0,0.0,occasional,2.0
1771,66081,2,0.0,0.0,occasional,2.0
1771,70790,1,0.0,0.0,one_time,1.0
1775,457,2,0.0,0.0,occasional,2.0
1775,15351,1,0.0,0.0,one_time,1.0
1775,19768,2,0.0,0.0,occasional,2.0
1826,630,2,0.0,0.0,occasional,2.0
1826,145078,1,0.0,0.0,one_time,1.0
1834,577,2,0.0,0.0,occasional,2.0
1834,886,6,0.0,0.0,regular,6.0
1834,1543,2,0.0,0.0,occasional,2.0
1834,3284,2,0.0,0.0,occasional,2.0
1834,4506,1,0.0,0.0,one_time,1.0
1834,4547,2,0.0,0.0,occasional,2.0
1834,5455,2,0.0,0.0,occasional,2.0
1834,7751,2,0.0,0.0,occasional,2.0
1834,7792,1,0.0,0.0,one_time,1.0
1834,8698,7,0.0,0.0,regular,7.0
1834,12094,5,0.0,0.0,regular,5.0
1834,20356,7,0.0,0.0,regular,7.0
1834,21795,1,0.0,0.0,one_time,1.0
1834,25597,1,0.0,0.0,one_time,1.0
1878,476,2,0.0,0.0,occasional,2.0
1878,1329,2,0.0,0.0,occasional,2.0
1878,3421,4,0.0,0.0,regular,4.0
1878,3557,1,0.0,0.0,one_time,1.0
1878,4547,1,0.0,0.0,one_time,1.0
1878,6187,2,0.0,0.0,occasional,2.0
1878,7909,1,0.0,0.0,one_time,1.0
1878,12458,2,0.0,0.0,occasional,2.0
1878,13394,1,0.0,0.0,one_time,1.0
1878,19700,1,0.0,0.0,one_time,1.0
1878,21406,4,0.0,0.0,regular,4.0
1878,32586,2,1.0,0.515625,occasional,3.03125
1878,33222,2,0.0,0.0,occasional,2.0
1878,35263,1,0.0,0.0,one_time,1.0
1964,908,2,0.0,0.0,occasional,2.0
1964,10719,2,0.0,0.0,occasional,2.0
2022,5054,1,0.0,0.0,one_time,1.0
2022,5648,1,0.0,0.0,one_time,1.0
2022,10800,1,4.0,-0.325,one_time,0.675
2022,12496,1,0.0,0.0,one_time,1.0
2022,26194,1,0.0,0.0,one_time,1.0
2022,28999,1,0.0,0.0,one_time,1.0
2022,128537,2,3.0,-0.4666666666666666,occasional,1.0666666666666669
2022,168672,2,0.0,0.0,occasional,2.0
2022,219333,2,0.0,0.0,occasional,2.0
2033,14327,51,0.0,0.0,frequent,51.0
2033,24154,2,0.0,0.0,occasional,2.0
2033,26256,1,0.0,0.0,one_time,1.0
2033,29594,1,0.0,0.0,one_time,1.0
2033,35085,2,0.0,0.0,occasional,2.0
2033,56898,9,0.0,0.0,regular,9.0
2064,20,2,0.0,0.0,occasional,2.0
2064,3347,1,0.0,0.0,one_time,1.0
2064,11802,2,1.0,0.8,occasional,3.6
2064,23209,1,0.0,0.0,one_time,1.0
2072,284,2,0.0,0.0,occasional,2.0
2072,8800,2,1.0,0.0,occasional,2.0
2072,11930,2,0.0,0.0,occasional,2.0
2072,82328,2,0.0,0.0,occasional,2.0
2072,1742184,2,0.0,0.0,occasional,2.0
2131,3205,2,0.0,0.0,occasional,2.0
2131,9173,2,0.0,0.0,occasional,2.0
2131,26797,2,0.0,0.0,occasional,2.0
2209,781,1,0.0,0.0,one_time,1.0
2209,5608,2,0.0,0.0,occasional,2.0
2209,11989,1,0.0,0.0,one_time,1.0
2209,12042,2,0.0,0.0,occasional,2.0
2209,15692,1,0.0,0.0,one_time,1.0
2209,79240,2,0.0,0.0,occasional,2.0
2209,111069,5,0.0,0.0,regular,5.0
2211,9945,2,0.0,0.0,occasional,2.0
2228,473,1,0.0,0.0,one_time,1.0
2228,649,1,0.0,0.0,one_time,1.0
2228,4615,1,0.0,0.0,one_time,1.0
2228,4865,1,0.0,0.0,one_time,1.0
2228,5377,1,0.0,0.0,one_time,1.0
2228,7908,1,0.0,0.0,one_time,1.0
2228,8290,2,0.0,0.0,occasional,2.0
2228,9223,1,0.0,0.0,one_time,1.0
2228,9374,1,0.0,0.0,one_time,1.0
2228,12903,4,0.0,0.0,regular,4.0
2228,13101,1,0.0,0.0,one_time,1.0
2228,14102,1,0.0,0.0,one_time,1.0
2228,14218,3,0.0,0.0,occasional,3.0
2228,15368,1,0.0,0.0,one_time,1.0
2228,20356,1,0.0,0.0,one_time,1.0
2228,22876,1,1.0,-0.19999999999999998,one_time,0.8
2228,23209,1,0.0,0.0,one_time,1.0
2228,26754,1,0.0,0.0,one_time,1.0
2228,28870,1,1.0,0.3,one_time,1.3
2228,33123,2,0.0,0.0,occasional,2.0
2228,33222,1,0.0,0.0,one_time,1.0
2228,46923,1,0.0,0.0,one_time,1.0
2228,71745,2,1.0,0.0,occasional,2.0
2228,110941,1,0.0,0.0,one_time,1.0
2228,885559,1,0.0,0.0,one_time,1.0
2337,19666,2,0.0,0.0,occasional,2.0
2337,21476,1,0.0,0.0,one_time,1.0
2337,24874,1,1.0,0.175,one_time,1.175
2337,32593,1,0.0,0.0,one_time,1.0
2337,61274,2,0.0,0.0,occasional,2.0
2348,19920,1,0.0,0.0,one_time,1.0
2358,105,2,0.0,0.0,occasional,2.0
2358,192,3,0.0,0.0,occasional,3.0
2358,408,2,0.0,0.0,occasional,2.0
2358,1441,1,0.0,0.0,one_time,1.0
2358,6856,2,0.0,0.0,occasional,2.0
2358,7797,2,1.0,0.15,occasional,2.3
2358,10256,2,1.0,0.06666666666666665,occasional,2.1333333333333333
2358,10786,1,0.0,0.0,one_time,1.0
2358,16020,1,0.0,0.0,one_time,1.0
2358,16816,2,1.0,0.0,occasional,2.0
2358,26330,2,0.0,0.0,occasional,2.0
2358,38668,2,0.0,0.0,occasional,2.0
2358,79908,2,0.0,0.0,occasional,2.0
2358,111595,1,0.0,0.0,one_time,1.0
2374,105349,3,1.0,-0.16025641025641027,occasional,2.519230769230769
2379,34938,1,0.0,0.0,one_time,1.0
2442,1130,3,0.0,0.0,occasional,3.0
2442,1407,1,0.0,0.0,one_time,1.0
2442,8228,1,0.0,0.0,one_time,1.0
2442,8770,1,0.0,0.0,one_time,1.0
